Datetime,User ID,Content ID,Content Type,Category,Reaction Type,Sentiment,Score
3/9/21 5:59 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,4b582733-141e-488f-8d02-3c4b149815a5,photo,fitness,intrigued,positive,45
7/15/20 3:22 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,4b582733-141e-488f-8d02-3c4b149815a5,photo,fitness,like,positive,50
4/28/21 1:20 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,worried,negative,12
11/25/20 1:40 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,negative,0
6/4/21 5:17 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,super love,positive,75
6/26/20 9:34 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,negative,0
5/25/21 10:06 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,cherish,positive,70
6/8/21 7:01 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,heart,positive,60
12/25/20 12:38 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,heart,positive,60
12/9/20 4:55 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,cherish,positive,70
11/3/20 11:55 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,negative,0
11/27/20 12:57 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,indifferent,neutral,20
5/1/21 9:53 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,scared,negative,15
7/16/20 11:31 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,intrigued,positive,45
3/9/21 4:20 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,heart,positive,60
12/13/20 8:07 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,intrigued,positive,45
5/24/21 5:09 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,cherish,positive,70
8/13/20 6:01 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,love,positive,65
1/1/21 5:06 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,interested,positive,30
4/5/21 8:27 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,indifferent,neutral,20
8/1/20 11:03 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,hate,negative,5
5/18/21 10:25 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,like,positive,50
11/26/20 1:04 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,worried,negative,12
2/20/21 6:13 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,hate,negative,5
2/24/21 9:09 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,cherish,positive,70
6/11/21 11:02 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,heart,positive,60
5/30/21 6:42 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,cherish,positive,70
4/22/21 5:45 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,want,positive,70
12/26/20 3:26 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,super love,positive,75
11/24/20 9:06 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,negative,0
5/2/21 1:36 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,scared,negative,15
3/10/21 12:08 PM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,adore,positive,72
1/13/21 11:17 AM,4c731e48-0377-4d7d-b4c8-b2174b774ed8,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,like,positive,50
6/12/21 7:18 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,disgust,negative,0
6/16/21 8:53 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,adore,positive,72
7/13/20 11:11 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,adore,positive,72
4/4/21 8:23 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,interested,positive,30
3/17/21 10:45 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,intrigued,positive,45
11/18/20 5:20 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,intrigued,positive,45
3/18/21 8:23 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,cherish,positive,70
4/17/21 2:21 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,love,positive,65
6/11/21 3:59 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,scared,negative,15
4/15/21 1:22 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,disgust,negative,0
9/18/20 8:52 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,peeking,neutral,35
5/13/21 7:38 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,interested,positive,30
3/21/21 10:39 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,like,positive,50
1/11/21 7:13 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,hate,negative,5
6/24/20 11:52 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,scared,negative,15
6/25/20 12:39 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,dislike,negative,10
9/14/20 7:08 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,peeking,neutral,35
8/30/20 8:08 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,intrigued,positive,45
2/11/21 9:16 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,like,positive,50
8/19/20 4:21 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,love,positive,65
10/9/20 6:05 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,interested,positive,30
1/31/21 1:13 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,worried,negative,12
11/17/20 12:59 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,like,positive,50
10/29/20 8:51 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,scared,negative,15
1/22/21 10:46 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,interested,positive,30
6/19/20 12:40 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,scared,negative,15
6/20/20 1:51 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,interested,positive,30
6/10/21 1:52 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,intrigued,positive,45
6/17/21 3:57 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,worried,negative,12
12/25/20 6:16 AM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,hate,negative,5
3/4/21 11:39 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,interested,positive,30
12/12/20 10:32 PM,95258c36-5b6b-4591-85ee-0c43f503c1d5,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,love,positive,65
12/23/20 12:50 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,like,positive,50
1/13/21 11:31 AM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,intrigued,positive,45
8/10/20 3:23 AM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,scared,negative,15
4/30/21 7:17 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,heart,positive,60
11/23/20 7:52 AM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,hate,negative,5
5/17/21 9:21 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,intrigued,positive,45
7/7/20 9:38 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,scared,negative,15
12/13/20 1:05 AM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,interested,positive,30
2/5/21 7:06 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,hate,negative,5
4/24/21 5:57 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,peeking,neutral,35
3/21/21 4:53 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,super love,positive,75
11/29/20 12:33 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,like,positive,50
5/28/21 1:19 AM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,heart,positive,60
6/13/21 12:32 AM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,want,positive,70
2/12/21 5:16 AM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,scared,negative,15
2/9/21 4:23 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,worried,negative,12
10/9/20 4:15 AM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,heart,positive,60
11/5/20 9:40 AM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,cherish,positive,70
11/19/20 12:57 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,peeking,neutral,35
7/20/20 8:39 PM,8f41c07f-db4f-44f3-ae81-1f99cee047eb,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,dislike,negative,10
7/13/20 2:38 AM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,positive,72
1/13/21 1:11 PM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,indifferent,neutral,20
1/2/21 4:46 PM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,worried,negative,12
11/26/20 2:25 AM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,intrigued,positive,45
8/25/20 7:18 PM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,want,positive,70
2/1/21 12:15 AM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,hate,negative,5
6/4/21 2:36 PM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,positive,65
8/19/20 1:38 PM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,positive,72
4/22/21 2:08 AM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,cherish,positive,70
6/26/20 10:33 AM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,super love,positive,75
8/15/20 6:16 PM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,like,positive,50
11/26/20 1:42 PM,2bd9c167-e06c-47c1-a978-3403d6724606,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,positive,65
8/10/20 2:31 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,heart,positive,60
1/5/21 7:04 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,super love,positive,75
6/1/21 9:11 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,indifferent,neutral,20
4/5/21 1:32 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,heart,positive,60
1/31/21 9:08 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,hate,negative,5
11/19/20 2:26 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,want,positive,70
7/28/20 1:33 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,worried,negative,12
11/12/20 4:28 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,hate,negative,5
12/25/20 7:20 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,intrigued,positive,45
12/6/20 12:01 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,dislike,negative,10
2/19/21 7:39 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,peeking,neutral,35
1/22/21 11:38 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,like,positive,50
6/30/20 6:29 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,super love,positive,75
8/20/20 8:36 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,indifferent,neutral,20
1/17/21 3:21 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,cherish,positive,70
10/20/20 1:09 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,super love,positive,75
5/17/21 5:18 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,heart,positive,60
4/12/21 4:25 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,like,positive,50
4/30/21 6:08 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,heart,positive,60
5/26/21 12:35 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,peeking,neutral,35
7/17/20 6:37 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,scared,negative,15
8/12/20 12:47 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,heart,positive,60
9/8/20 7:23 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,scared,negative,15
1/18/21 4:25 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,disgust,negative,0
9/30/20 8:40 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,interested,positive,30
4/8/21 1:20 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,dislike,negative,10
7/7/20 9:28 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,super love,positive,75
10/17/20 10:08 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,intrigued,positive,45
9/25/20 1:54 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,heart,positive,60
1/27/21 6:54 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,dislike,negative,10
1/9/21 5:06 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,cherish,positive,70
3/4/21 5:51 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,worried,negative,12
9/26/20 11:26 PM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,adore,positive,72
1/26/21 1:53 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,indifferent,neutral,20
11/15/20 9:35 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,heart,positive,60
8/1/20 4:51 AM,2bd9c167-e06c-47c1-a978-3403d6724606,ed28489e-90b0-4daa-a1fa-22170cdc89d5,audio,veganism,like,positive,50
12/4/20 4:09 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,love,positive,65
4/11/21 5:31 PM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,dislike,negative,10
10/10/20 4:52 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,disgust,negative,0
10/5/20 11:00 PM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,super love,positive,75
12/24/20 7:48 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,disgust,negative,0
3/17/21 3:40 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,super love,positive,75
6/14/21 5:55 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,indifferent,neutral,20
1/3/21 7:38 PM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,peeking,neutral,35
8/10/20 8:51 PM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,heart,positive,60
5/24/21 2:10 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,interested,positive,30
8/3/20 6:54 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,scared,negative,15
3/25/21 10:19 PM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,like,positive,50
1/19/21 11:37 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,worried,negative,12
2/18/21 10:25 PM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,disgust,negative,0
9/21/20 6:51 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,scared,negative,15
3/5/21 7:14 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,indifferent,neutral,20
8/14/20 9:17 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,peeking,neutral,35
3/25/21 11:35 PM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,want,positive,70
6/8/21 2:14 PM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,adore,positive,72
4/1/21 4:36 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,cherish,positive,70
7/19/20 1:02 AM,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,21bc3be6-6bd1-4926-8bee-c4585873851b,video,soccer,scared,negative,15
